web-scraper-order,web-scraper-start-url,link_toko,link_toko-href,nama_toko,Jml_produk,chat,follower,rating_toko,bergabung,promo,alamat_toko,link_produk,link_produk-href,nama_produk,promo_produk,terjual,gratis_ongkir,favorit
"1668868884-123","https://shopee.co.id/mall/brands/11042849","TAFT","https://shopee.co.id/taftunderwear","","42","81% (hitungan jam)","223","4.8 (154 penilaian)","21 bulan lalu","null","KOTA JAKARTA BARAT","2%offTaft - 2pcs Celana Dalam Pria Boxer Pendek CD Cowok Karet Besar TM 5212 ADiskon Rp5RBRp72.500Rp71.05056 TerjualKOTA JAKARTA BARAT","https://shopee.co.id/Taft-2pcs-Celana-Dalam-Pria-Boxer-Pendek-CD-Cowok-Karet-Besar-TM-5212-A-i.383719006.9317224483?sp_atk=4e93af4c-2a17-46c9-b2c7-3de66f801959&xptdk=4e93af4c-2a17-46c9-b2c7-3de66f801959","null","null","null","null","null"
"1668868911-124","https://shopee.co.id/mall/brands/11042849","T-Kaos","https://shopee.co.id/tkaos.id","","54","78% (hitungan jam)","4,2RB","4.8 (2,3RB penilaian)","32 bulan lalu","null","KOTA JAKARTA SELATAN","Kaos Polos Cotton Combed 30s | SMALL SIZEDiskon Rp10RBRp99.000549 TerjualKOTA JAKARTA SELATAN","https://shopee.co.id/Kaos-Polos-Cotton-Combed-30s-SMALL-SIZE-i.236433285.11002982711?sp_atk=09f86417-28d0-430d-810a-3eb18248e14e&xptdk=09f86417-28d0-430d-810a-3eb18248e14e","null","null","null","null","null"
"1668868936-125","https://shopee.co.id/mall/brands/11042849","Symposia!","https://shopee.co.id/symposia_store","","443","96% (hitungan jam)","69,2RB","4.8 (40,2RB penilaian)","31 bulan lalu","null","KAB. BANDUNG","47%offSymposia! - Tshrit Longsleeve - Symps - BlackPilih 3, bayar Rp249.000Rp160.000Rp85.0001,1RB TerjualKAB. BANDUNG","https://shopee.co.id/Symposia!-Tshrit-Longsleeve-Symps-Black-i.244530371.9911175745?sp_atk=ef71497e-b96f-4967-bb64-f75bdbd0af7e&xptdk=ef71497e-b96f-4967-bb64-f75bdbd0af7e","null","null","null","null","null"
"1668868960-126","https://shopee.co.id/mall/brands/11042849","SYMPLE.CO","https://shopee.co.id/symple.co","","37","88% (hitungan jam)","14,4RB","4.7 (8,2RB penilaian)","3 tahun lalu","null","KAB. BANDUNG","SYMPLE.CO - Cargo Pants Pria / Celana Cargo Panjang Pria Standard Hijau ArmyDiskon Rp5RBRp135.000 - Rp150.0006,5RB TerjualKAB. BANDUNG","https://shopee.co.id/SYMPLE.CO-Cargo-Pants-Pria-Celana-Cargo-Panjang-Pria-Standard-Hijau-Army-i.197248649.7846116802?sp_atk=f42a373e-bd93-42a4-85be-0f1b1e02e678&xptdk=f42a373e-bd93-42a4-85be-0f1b1e02e678","null","null","null","null","null"
"1668868991-127","https://shopee.co.id/mall/brands/11042849","SWEATERPOLOS.ID","https://shopee.co.id/sweaterpolosid","","399","99% (hitungan menit)","1,7JT","4.8 (904,2RB penilaian)","5 tahun lalu","null","KAB. TANGERANG","40%offSWEPO  Basic Sweater Polos Size M - XXL( Pria & Wanita )Pilih 2, diskon 3%Rp64.500 - Rp74.90010RB+ TerjualKAB. TANGERANG","https://shopee.co.id/SWEPO-Basic-Sweater-Polos-Size-M-XXL(-Pria-Wanita-)-i.56474103.1818590636?sp_atk=bfc6e95a-9a71-47e4-8e8a-78ad840fe11b&xptdk=bfc6e95a-9a71-47e4-8e8a-78ad840fe11b","null","null","null","null","null"
"1668869021-128","https://shopee.co.id/mall/brands/11042849","Svrplvs Studio","https://shopee.co.id/srplsstd","","67","93% (hitungan jam)","8,2RB","4.8 (474 penilaian)","25 bulan lalu","null","KOTA BANDUNG","40%offSVRPLVS STUDIO Hoodie Learn To FlightPilih 2, bayar Rp135.000Rp425.000Rp255.00018 TerjualKOTA BANDUNG","https://shopee.co.id/SVRPLVS-STUDIO-Hoodie-Learn-To-Flight-i.320046627.15947278810?sp_atk=19e5422b-07cb-4261-8bbc-25e34bb427f4&xptdk=19e5422b-07cb-4261-8bbc-25e34bb427f4","null","null","null","null","null"
"1668869173-129","https://shopee.co.id/mall/brands/11042849","Sutra Putih","https://shopee.co.id/batiksutraputih","","91","78% (hitungan jam)","1,9RB","4.9 (2RB penilaian)","4 tahun lalu","null","KOTA JAKARTA PUSAT","Sutra Putih - Seragam Batik PNS Wanita KORPRI - Badan Furing HeroRp269.000 - Rp379.0001,4RB TerjualKOTA JAKARTA PUSAT","https://shopee.co.id/Sutra-Putih-Seragam-Batik-PNS-Wanita-KORPRI-Badan-Furing-Hero-i.131971415.6513482779?sp_atk=b9399242-d2cb-46a1-bad2-fb6b7e22b8e0&xptdk=b9399242-d2cb-46a1-bad2-fb6b7e22b8e0","null","null","null","null","null"
"1668869200-130","https://shopee.co.id/mall/brands/11042849","Surfakiller","https://shopee.co.id/surfakillerstore","","192","96% (hitungan jam)","24,5RB","4.7 (9,3RB penilaian)","4 tahun lalu","null","KOTA MALANG","Surfakiller Shortpant Jeans RippedRp110.0001,8RB TerjualKOTA MALANG","https://shopee.co.id/Surfakiller-Shortpant-Jeans-Ripped-i.122716221.11939615115?sp_atk=c9a8c52e-4844-4fc5-8222-cb2e75d72682&xptdk=c9a8c52e-4844-4fc5-8222-cb2e75d72682","null","null","null","null","null"
"1668869225-131","https://shopee.co.id/mall/brands/11042849","SUPEREGO","https://shopee.co.id/superego.co","","456","99% (hitungan jam)","86RB","4.8 (38,1RB penilaian)","4 tahun lalu","null","KOTA JAKARTA PUSAT","37%offSuperego Celana Cargo Pants Pria Jeans Reguler Loose fit Standard Denim Washed Snow Black SCPDW01DDiskon Rp20RBRp284.500 - Rp450.0003,6RB TerjualKOTA JAKARTA PUSAT","https://shopee.co.id/Superego-Celana-Cargo-Pants-Pria-Jeans-Reguler-Loose-fit-Standard-Denim-Washed-Snow-Black-SCPDW01D-i.135810858.9714763598?sp_atk=fa3583e7-24be-448d-b809-4ac43fdc189e&xptdk=fa3583e7-24be-448d-b809-4ac43fdc189e","null","null","null","null","null"
"1668869251-132","https://shopee.co.id/mall/brands/11042849","Superdry","https://shopee.co.id/superdry.official","","2,3RB","99% (hitungan jam)","6,9RB","4.7 (255 penilaian)","17 bulan lalu","null","KOTA BEKASI","25%offSuperdry Reversible Canvas Belt Unisex 02Diskon 5%Rp509.000Rp381.7504 TerjualKOTA BEKASI","https://shopee.co.id/Superdry-Reversible-Canvas-Belt-Unisex-02-i.462217384.11310751382?sp_atk=c5a1ad95-4823-4b66-8282-39f82e4077da&xptdk=c5a1ad95-4823-4b66-8282-39f82e4077da","null","null","null","null","null"
"1668869277-133","https://shopee.co.id/mall/brands/11042849","SUNDAYROSE","https://shopee.co.id/sundayrose.co","","275","82% (hitungan jam)","17,6RB","4.8 (3,3RB penilaian)","4 tahun lalu","null","KAB. KUDUS","30%offSUNDAYROSE T-shirt AGROSES BlackRp150.000Rp105.000321 TerjualKAB. KUDUS","https://shopee.co.id/SUNDAYROSE-T-shirt-AGROSES-Black-i.84654093.3035256007?sp_atk=62f53c85-a606-4f8b-adfd-d0f50b7edd1d&xptdk=62f53c85-a606-4f8b-adfd-d0f50b7edd1d","null","null","null","null","null"
"1668869335-134","https://shopee.co.id/mall/brands/11042849","Suji Lab","https://shopee.co.id/suji.lab","","62","64% (hitungan jam)","8,7RB","4.9 (4,1RB penilaian)","21 bulan lalu","null","KAB. BANDUNG BARAT","41%offSUJI LAB Kaos Polos T-Shirt Basic Regular Hitam BlackPilih 3, bayar Rp180.000Rp110.000Rp65.000881 TerjualKAB. BANDUNG BARAT","https://shopee.co.id/SUJI-LAB-Kaos-Polos-T-Shirt-Basic-Regular-Hitam-Black-i.391471783.6379992958?sp_atk=4318a41b-6300-42d9-bfb8-674885a48918&xptdk=4318a41b-6300-42d9-bfb8-674885a48918","null","null","null","null","null"
"1668869360-135","https://shopee.co.id/mall/brands/11042849","SUICIDE ANTHEM","https://shopee.co.id/suicide_anthem","","131","98% (hitungan jam)","16,1RB","4.8 (3,6RB penilaian)","5 tahun lalu","null","KOTA BEKASI","39%offSUICIDE ANTHEM Longsleeve Engry Oranges (FSR-1488)Diskon Rp7,5RBPilih 2, bayar Rp150.000Rp94.500 - Rp155.00062 TerjualKOTA BEKASI","https://shopee.co.id/SUICIDE-ANTHEM-Longsleeve-Engry-Oranges-(FSR-1488)-i.70043979.2392606719?sp_atk=0db58f69-05e2-40ec-9e47-dc8be1f61259&xptdk=0db58f69-05e2-40ec-9e47-dc8be1f61259","null","null","null","null","null"
"1668869385-136","https://shopee.co.id/mall/brands/11042849","Sucksme","https://shopee.co.id/sucksmecompany","","239","65% (hitungan jam)","4RB","4.6 (596 penilaian)","28 bulan lalu","null","KOTA JAMBI","Sucksme Crewneck Original - Broken WhiteDiskon Rp10RBRp165.000263 TerjualKOTA JAMBI","https://shopee.co.id/Sucksme-Crewneck-Original-Broken-White-i.287573108.4867463499?sp_atk=95a481c8-4596-4c9f-a348-3bb9aea58358&xptdk=95a481c8-4596-4c9f-a348-3bb9aea58358","null","null","null","null","null"
"1668869415-137","https://shopee.co.id/mall/brands/11042849","Stwoz","https://shopee.co.id/stwoz","","46","100% (hitungan menit)","12,8RB","4.7 (10,8RB penilaian)","4 tahun lalu","null","KOTA BANDUNG","20%offStwoz Sweater Hoodie Zipper Polos Original free Gantungan kunciKombo HematRp96.000 - Rp130.0006,1RB TerjualKOTA BANDUNG","https://shopee.co.id/Stwoz-Sweater-Hoodie-Zipper-Polos-Original-free-Gantungan-kunci-i.91269285.1997841355?sp_atk=f824e296-a5fd-4fa9-b67f-fcd529d9ed84&xptdk=f824e296-a5fd-4fa9-b67f-fcd529d9ed84","null","null","null","null","null"
"1668869442-138","https://shopee.co.id/mall/brands/11042849","Straightface Menswear","https://shopee.co.id/straightface","","53","94% (hitungan jam)","17,9RB","4.8 (5,6RB penilaian)","5 tahun lalu","null","KOTA TEGAL","3%offStraightface Menswear Chino Pants Black SlimfitRp193.000Rp187.2101,4RB TerjualKOTA TEGAL","https://shopee.co.id/Straightface-Menswear-Chino-Pants-Black-Slimfit-i.47734515.992869280?sp_atk=9b82b87a-b55f-4883-ba43-b2e2acc77520&xptdk=9b82b87a-b55f-4883-ba43-b2e2acc77520","null","null","null","null","null"
